seq,police_cat1,police_cat2,police_cat3,police_cat4,police_nam,addr,tel,lat,lon
2066,"사회,공공기관",행정기관,경찰서,파출소,자양파출소,서울 광진구 자양동 553-632,02-2285-7870,37.53386933,127.071609
2067,"사회,공공기관",행정기관,경찰서,파출소,자양4파출소,서울 광진구 자양동 55-12,02-2285-7890,37.53518574,127.0636496
2069,"사회,공공기관",행정기관,경찰서,지구대,서울숲지구대,서울 성동구 성수동2가 344-7,02-464-0113,37.53806371,127.052274
2071,"사회,공공기관",행정기관,경찰서,파출소,자양1파출소,서울 광진구 자양동 799-2,02-2285-7880,37.53665548,127.076925
2072,"사회,공공기관",행정기관,경찰서,지구대,삼전지구대,서울 송파구 삼전동 62-3,02-3402-6303,37.5026745,127.0927492
2076,"사회,공공기관",행정기관,경찰서,파출소,수서파출소,서울 강남구 수서동 718-1,02-445-0112,37.48914031,127.1048189
2077,"사회,공공기관",행정기관,경찰서,지구대,일원지구대,서울 강남구 일원동 621,02-3411-0112,37.49241543,127.0833748
2078,"사회,공공기관",행정기관,경찰서,파출소,응봉파출소,서울 성동구 응봉동 275-8,02-2293-7480,37.54980247,127.0300566
2079,"사회,공공기관",행정기관,경찰서,파출소,옥수파출소,서울 성동구 옥수동 561 래미안옥수리버젠 상가 내,02-2297-5898,37.54383721,127.0143368
2080,"사회,공공기관",행정기관,경찰서,파출소,보광파출소,서울 용산구 보광동 223-5,02-2198-0142,37.52672267,127.0002489
2082,"사회,공공기관",행정기관,경찰서,파출소,이태원파출소,서울 용산구 이태원동 127-10,02-2198-0127,37.53425851,126.9944131
2085,"사회,공공기관",행정기관,경찰서,지구대,성수지구대,서울 성동구 성수동1가 685-580,,37.5464021,127.0443495
2086,"사회,공공기관",행정기관,경찰서,파출소,금호파출소,서울 성동구 금호동2가 224,02-2231-6253,37.55472412,127.0196105
2089,"사회,공공기관",행정기관,경찰서,지구대,성수지구대,서울 성동구 성수동2가 299-240,02-463-0112,37.54820401,127.0552414
2090,"사회,공공기관",행정기관,경찰서,지구대,약수지구대,서울 중구 신당동 844-3,02-2234-8112,37.55214374,127.0123806
2091,"사회,공공기관",행정기관,경찰서,파출소,행당파출소,서울 성동구 행당동 317-1994,02-2292-1812,37.55739277,127.0288962
2097,"사회,공공기관",행정기관,경찰서,파출소,풍납파출소,서울 송파구 풍납동 229-14 1층,02-3402-6308,37.53413388,127.117135
2099,"사회,공공기관",행정기관,경찰서,파출소,신천파출소,서울 송파구 신천동 20-5,02-3402-6310,37.52013675,127.112577
2100,"사회,공공기관",행정기관,경찰서,지구대,미아지구대,서울 강북구 미아동 327-1,02-944-4112,37.62015605,127.0282816
2101,"사회,공공기관",행정기관,경찰서,지구대,솔샘지구대,서울 강북구 미아동 860-146,02-944-4122,37.61632092,127.0304231
2102,"사회,공공기관",행정기관,경찰서,파출소,삼양파출소,서울 강북구 미아동 867-128,02-944-4102,37.62481344,127.0182208
2107,"사회,공공기관",행정기관,경찰서,파출소,수유1파출소,서울 강북구 수유동 605-409,02-944-4132,37.63069968,127.0175913
2108,"사회,공공기관",행정기관,경찰서,파출소,번동파출소,서울 강북구 번동 410-23,,37.63599068,127.0325974
2111,"사회,공공기관",행정기관,경찰서,파출소,신창파출소,서울 도봉구 창동 647-10,02-2289-9823,37.64350791,127.0346356
2112,"사회,공공기관",행정기관,경찰서,파출소,수유3파출소,서울 강북구 수유동 166-75,02-944-4152,37.6443353,127.0266047
2113,"사회,공공기관",행정기관,경찰서,파출소,수유2파출소,서울 강북구 수유동 605-512,02-944-4142,37.64090972,127.0171042
2114,"사회,공공기관",행정기관,경찰서,파출소,인수파출소,서울 강북구 수유동 410-342,02-944-4162,37.63948314,127.0124359
2116,"사회,공공기관",행정기관,경찰서,파출소,숭미파출소,서울 도봉구 쌍문동 349-34,02-2289-9883,37.64747095,127.0255996
2118,"사회,공공기관",행정기관,경찰서,지구대,길음지구대,서울 성북구 길음동 1281-5,02-920-1830,37.61060739,127.0192537
2119,"사회,공공기관",행정기관,경찰서,파출소,신방학파출소,서울 도봉구 방학동 498-12,02-2289-9841,37.65848963,127.0271084
2120,"사회,공공기관",행정기관,경찰서,파출소,쌍문파출소,서울 도봉구 쌍문동 43-3,02-2289-9873,37.65758383,127.038033
2121,"사회,공공기관",행정기관,경찰서,파출소,정릉파출소,서울 성북구 정릉동 239-3,02-920-1840,37.61607225,127.0086036
2122,"사회,공공기관",행정기관,경찰서,파출소,번3파출소,서울 강북구 번동 242-6,02-944-4182,37.62363103,127.0481652
2124,"사회,공공기관",행정기관,경찰서,지구대,장위지구대,서울 성북구 장위동 275-18,02-3396-7670,37.6194228,127.0537694
2125,"사회,공공기관",행정기관,경찰서,지구대,월곡지구대,서울 성북구 하월곡동 90-1152,02-3396-7682,37.60443093,127.0324205
2133,"사회,공공기관",행정기관,경찰서,파출소,방학파출소,서울 도봉구 방학동 687-3,02-2289-9833,37.66450631,127.0400267
2134,"사회,공공기관",행정기관,경찰서,지구대,창동지구대,서울 도봉구 창동 33-2,02-2289-9813,37.65228082,127.0517782
2136,"사회,공공기관",행정기관,경찰서,파출소,정릉2파출소,서울 성북구 정릉동 966-174,02-920-1850,37.60456104,127.0107087
2138,"사회,공공기관",행정기관,경찰서,지구대,월계지구대,서울 노원구 월계동 320-5,02-2092-0302,37.63367375,127.0593196
2139,"사회,공공기관",행정기관,경찰서,파출소,등촌2파출소,서울 강서구 등촌동 513-6,02-2651-0330,37.54478803,126.8618713
2140,"사회,공공기관",행정기관,경찰서,지구대,목2지구대,서울 양천구 목3동 657-23,02-2652-0112,37.54460483,126.8623876
2141,"사회,공공기관",행정기관,경찰서,파출소,석관파출소,서울 성북구 석관동 407-3,02-3396-7660,37.60896162,127.0552772
2142,"사회,공공기관",행정기관,경찰서,지구대,염창지구대,서울 강서구 염창동 272-1,02-3665-0660,37.55185824,126.8674351
2146,"사회,공공기관",행정기관,경찰서,파출소,종암파출소,서울 성북구 종암동 80-9,02-3396-7690,37.60009568,127.0312636
2148,"사회,공공기관",행정기관,경찰서,지구대,화랑지구대,서울 노원구 공릉동 567-18,02-2092-0303,37.62253607,127.0746392
2154,"사회,공공기관",행정기관,경찰서,지구대,양천경찰서 목1지구대,서울 양천구 목동 907-3,02-2648-0040,37.53512594,126.8784667
2155,"사회,공공기관",행정기관,경찰서,지구대,곰달래지구대,서울 강서구 화곡동 776-4,02-2643-7994,37.53289631,126.8631332
2157,"사회,공공기관",행정기관,경찰서,파출소,망원파출소,서울 마포구 망원동 398-1,02-337-5908,37.55436496,126.9027719
2160,"사회,공공기관",행정기관,경찰서,지구대,신림지구대,서울 관악구 신림동 10-484,02-870-0830,37.48400342,126.9333366
2161,"사회,공공기관",행정기관,경찰서,파출소,미성파출소,서울 관악구 미성동 1566-34,02-870-0870,37.47994116,126.915617
2162,"사회,공공기관",행정기관,경찰서,지구대,신사지구대,서울 관악구 신림동 517-5,02-870-0880,37.48728516,126.9141976
2167,"사회,공공기관",행정기관,경찰서,지구대,당곡지구대,서울 관악구 봉천동 969-14 1층,02-870-0810,37.48830194,126.9314377
2168,"사회,공공기관",행정기관,경찰서,파출소,대방파출소,서울 동작구 대방동 417-4,02-811-9873,37.4985522,126.9205764
2171,"사회,공공기관",행정기관,경찰서,지구대,구암지구대,서울 관악구 봉천동 1718,02-870-0850,37.48716111,126.9449065
2180,"사회,공공기관",행정기관,경찰서,지구대,신풍지구대,서울 영등포구 신길동 3741-23,02-2118-9104,37.4990801,126.9127818
2181,"사회,공공기관",행정기관,경찰서,지구대,신대방지구대,서울 동작구 신대방동 719-2,02-811-9863,37.48662654,126.9059398
2182,"사회,공공기관",행정기관,경찰서,지구대,상도지구대,서울 동작구 상도동 901,02-811-9833,37.50593461,126.9362045
2186,"사회,공공기관",행정기관,경찰서,지구대,노량진지구대,서울 동작구 대방동 68-55,02-811-9813,37.51115253,126.9333124
2187,"사회,공공기관",행정기관,경찰서,지구대,신길지구대,서울 영등포구 신길동 4203-1,02-2118-9105,37.51295051,126.9265243
2188,"사회,공공기관",행정기관,경찰서,파출소,이수파출소,서울 서초구 방배동 774-9,02-599-3880,37.49414903,126.9888457
2189,"사회,공공기관",행정기관,경찰서,지구대,서울동작경찰서 남성지구대,서울 동작구 동작동 102,02-811-9843,37.49699166,126.9813331
2191,"사회,공공기관",행정기관,경찰서,지구대,신정2지구대,서울 양천구 신정동 997-3,02-2699-0678,37.52442017,126.8635469
2192,"사회,공공기관",행정기관,경찰서,지구대,신정1지구대,서울 양천구 신정동 1021-8,02-2643-0113,37.52029757,126.8607852
2193,"사회,공공기관",행정기관,경찰서,파출소,중곡3파출소,서울 광진구 중곡동 684,02-2285-7850,37.56881896,127.0801411
2194,"사회,공공기관",행정기관,경찰서,파출소,중곡2파출소,서울 광진구 중곡동 47-33,02-2285-7840,37.56019376,127.081413
2198,"사회,공공기관",행정기관,경찰서,파출소,구의파출소,서울 광진구 구의동 668-2,02-2285-7800,37.54589642,127.0916678
2199,"사회,공공기관",행정기관,경찰서,파출소,장안2파출소,서울 동대문구 장안동 329-5,02-961-4308,37.57676228,127.0744168
2200,"사회,공공기관",행정기관,경찰서,지구대,화양지구대,서울 광진구 화양동 122,02-2285-7810,37.54661684,127.0713315
2201,"사회,공공기관",행정기관,경찰서,지구대,용마지구대,서울 중랑구 면목동 168-2,02-2171-0301,37.58092847,127.0799276
2202,"사회,공공기관",행정기관,경찰서,파출소,장안1파출소,서울 동대문구 장안동 164-10,02-961-4307,37.56963556,127.065001
2204,"사회,공공기관",행정기관,경찰서,파출소,면목삼팔파출소,서울 중랑구 면목동 1508-3,02-2171-0307,37.58318882,127.0841733
2209,"사회,공공기관",행정기관,경찰서,파출소,용답파출소,서울 성동구 용답동 83-5,02-2245-0189,37.56478753,127.0517855
2210,"사회,공공기관",행정기관,경찰서,지구대,답십리지구대,서울 동대문구 답십리동 1004-1,02-961-4301,37.57126601,127.051052
2212,"사회,공공기관",행정기관,경찰서,지구대,문래지구대,서울 영등포구 문래동3가 54-2,02-2118-9103,37.51358857,126.8976716
2213,"사회,공공기관",행정기관,경찰서,파출소,영등포역파출소,서울 영등포구 영등포동 618-563,02-2118-9110,37.51332852,126.9012473
2214,"사회,공공기관",행정기관,경찰서,파출소,양평파출소,서울 영등포구 양평동1가 164-22,02-2118-9106,37.52272476,126.8896861
2217,"사회,공공기관",행정기관,경찰서,지구대,중앙지구대,서울 영등포구 영등포동3가 18-1,02-2118-9101,37.51801522,126.9075338
2220,"사회,공공기관",행정기관,경찰서,파출소,먹골파출소,서울 중랑구 묵동 120,02-2171-0305,37.61460279,127.0815629
2222,"사회,공공기관",행정기관,경찰서,지구대,당현지구대,서울 노원구 중계동 511,02-2092-0301,37.64201196,127.0683816
2223,"사회,공공기관",행정기관,경찰서,지구대,노원역지구대,서울 노원구 상계동 720-5,02-2092-0304,37.65502299,127.0669429
2224,"사회,공공기관",행정기관,경찰서,파출소,상계1파출소,서울 노원구 상계동 1261,02-2092-0308,37.67970157,127.0550712
2225,"사회,공공기관",행정기관,경찰서,지구대,봉화지구대,서울 중랑구 신내동 644-3,02-2171-0302,37.61478331,127.0955488
2226,"사회,공공기관",행정기관,경찰서,파출소,중화파출소,서울 중랑구 묵동 250-4,,37.60623663,127.0782876
2227,"사회,공공기관",행정기관,경찰서,지구대,마들지구대,서울 노원구 상계동 681,02-2092-0306,37.66457523,127.0636284
2228,"사회,공공기관",행정기관,경찰서,파출소,당고개파출소,서울 노원구 상계동 117-8,02-2092-0307,37.66701867,127.0758488
2229,"사회,공공기관",행정기관,경찰서,파출소,지하철경찰대 노원출장소,서울 노원구 상계동 335-4,02-931-1755,37.65632953,127.0634673
2234,"사회,공공기관",행정기관,경찰서,지구대,불암지구대,서울 노원구 중계동 359-6,02-2092-0305,37.65243981,127.077357
2235,"사회,공공기관",행정기관,경찰서,지구대,중화지구대,서울 중랑구 중화동 326-114,02-2171-0303,37.59799824,127.0722049
2236,"사회,공공기관",행정기관,경찰서,지구대,이문지구대,서울 동대문구 이문동 92-1,02-961-4309,37.59645818,127.0681111
2237,"사회,공공기관",행정기관,경찰서,파출소,전농1파출소,서울 동대문구 전농동 650-1,02-961-4305,37.57619575,127.0479649
2239,"사회,공공기관",행정기관,경찰서,지구대,한양지구대,서울 성동구 행당동 11-7,02-2292-5975,37.56032975,127.041809
2242,"사회,공공기관",행정기관,경찰서,지구대,용신지구대,서울 동대문구 용두동 696-10,02-961-4302,37.57278487,127.0371747
2243,"사회,공공기관",행정기관,경찰서,파출소,전농2파출소,서울 동대문구 전농동 103-570,02-961-4306,37.58633821,127.0542664
2245,"사회,공공기관",행정기관,경찰서,파출소,휘경파출소,서울 동대문구 휘경동 43-267,02-961-4310,37.58470209,127.0680121
2246,"사회,공공기관",행정기관,경찰서,파출소,청량리파출소,서울 동대문구 청량리동 232-2,02-961-4303,37.58408952,127.045264
2247,"사회,공공기관",행정기관,경찰서,파출소,왕십리파출소,서울 성동구 홍익동 102-1,02-2295-1241,37.56666845,127.0326577
2248,"사회,공공기관",행정기관,경찰서,파출소,제기파출소,서울 동대문구 제기동 287-33,02-961-4304,37.58556114,127.0420269
2249,"사회,공공기관",행정기관,경찰서,파출소,회기파출소,서울 동대문구 회기동 103-46,02-961-4311,37.59112896,127.0518763
2252,"사회,공공기관",행정기관,경찰서,파출소,상봉파출소,서울 중랑구 면목동 198-1,02-2171-0304,37.59133772,127.0728416
2256,"사회,공공기관",행정기관,경찰서,파출소,동묘파출소,서울 종로구 숭인동 242-7,02-2252-0547,37.57270839,127.0171384
2258,"사회,공공기관",행정기관,경찰서,파출소,창신파출소,서울 종로구 창신동 23-875,02-763-4200,37.57847071,127.0135646
2259,"사회,공공기관",행정기관,경찰서,파출소,신당파출소,서울 중구 신당동 100-1,02-2252-0435,37.56505003,127.0163896
2260,"사회,공공기관",행정기관,경찰서,파출소,덕산파출소,서울 종로구 창신동 640-137,02-763-6843,37.57438511,127.0093392
2261,"사회,공공기관",행정기관,경찰서,지구대,안암지구대,서울 성북구 보문동3가 1-1,02-920-1820,37.58672072,127.0165982
2262,"사회,공공기관",행정기관,경찰서,지구대,광희지구대,서울 중구 신당동 250-10,02-2233-1444,37.56524863,127.0134015
2264,"사회,공공기관",행정기관,경찰서,파출소,효제파출소,서울 종로구 종로6가 238-16,02-762-8485,37.57292938,127.0048767
2265,"사회,공공기관",행정기관,경찰서,파출소,대학로파출소,서울 종로구 동숭동 201-10,02-763-1230,37.57856955,127.0060453
2268,"사회,공공기관",행정기관,경찰서,파출소,종로5가파출소,서울 종로구 종로5가 138-1,02-2267-2287,37.57071662,127.0016074
2271,"사회,공공기관",행정기관,경찰서,지구대,을지지구대,서울 중구 을지로5가 72-1,02-2279-1908,37.56650711,127.003939
2273,"사회,공공기관",행정기관,경찰서,파출소,혜화파출소,서울 종로구 혜화동 92-1,02-762-0811,37.58608758,127.0014085
2275,"사회,공공기관",행정기관,경찰서,파출소,장충파출소,서울 중구 장충동2가 197-34,02-2274-9003,37.5587513,127.0048078
2276,"사회,공공기관",행정기관,경찰서,지구대,돈암지구대,서울 성북구 돈암동 630-5,02-920-1810,37.59732772,127.0124153
2279,"사회,공공기관",행정기관,경찰서,파출소,명륜파출소,서울 종로구 명륜1가 27-55,02-762-1120,37.58928789,126.9976087
2281,"사회,공공기관",행정기관,경찰서,지구대,흑석지구대,서울 동작구 흑석동 341-6,02-811-9823,37.5093509,126.9601343
2284,"사회,공공기관",행정기관,경찰서,지구대,한강로지구대,서울 용산구 용산동5가 24 파크타워 1층,02-2198-0161,37.52396094,126.9701823
2286,"사회,공공기관",행정기관,경찰서,지구대,여의도지구대,서울 영등포구 여의도동 2,02-2118-9102,37.52960835,126.926689
2288,"사회,공공기관",행정기관,경찰서,파출소,서래파출소,서울 서초구 반포동 16-7,02-534-0116,37.50211081,126.9969691
2292,"사회,공공기관",행정기관,경찰서,지구대,공덕지구대,서울 마포구 아현동 785,02-703-0492,37.55179398,126.954081
2293,"사회,공공기관",행정기관,경찰서,지구대,홍익지구대,서울 마포구 서교동 491,02-334-8150,37.55184681,126.9133677
