seq,police_cat1,police_cat2,police_cat3,police_cat4,police_nam,addr,tel,lat,lon
2233,"사회,공공기관",행정기관,경찰서,치안센터,중화1치안센터,서울 중랑구 중화동 287-8,,37.60116122,127.0798224
2238,"사회,공공기관",행정기관,경찰서,치안센터,전농4치안센터,서울 동대문구 전농동 558-199,,37.5792122,127.0523933
2244,"사회,공공기관",행정기관,경찰서,치안센터,마장치안센터,서울 성동구 마장동 520-11,02-2292-4667,37.56914653,127.0375669
2250,"사회,공공기관",행정기관,경찰서,치안센터,용두치안센터,서울 동대문구 용두동 230-1,,37.57834856,127.0340213
2251,"사회,공공기관",행정기관,경찰서,치안센터,하왕치안센터,서울 성동구 하왕십리동 966-71,02-2292-0443,37.56311513,127.0318865
2253,"사회,공공기관",행정기관,경찰서,치안센터,면목2치안센터,서울 중랑구 면목동 181-67,,37.58967775,127.0762368
2254,"사회,공공기관",행정기관,경찰서,치안센터,신설치안센터,서울 동대문구 신설동 76-89,,37.57621742,127.0242213
2255,"사회,공공기관",행정기관,경찰서,치안센터,보문치안센터,서울 성북구 보문동6가 182-2,,37.57967433,127.0205454
2257,"사회,공공기관",행정기관,경찰서,치안센터,황학치안센터,서울 중구 황학동 1010,,37.56735941,127.0212438
2267,"사회,공공기관",행정기관,경찰서,치안센터,삼선치안센터,서울 성북구 삼선동3가 68-6,02-920-1871,37.58620575,127.0135003
2269,"사회,공공기관",행정기관,경찰서,치안센터,효제치안센터,서울 종로구 충신동 105-1,,37.5742665,127.003627
2270,"사회,공공기관",행정기관,경찰서,치안센터,DDP치안센터,서울 중구 을지로7가 112-3,,37.56589689,127.0085922
2272,"사회,공공기관",행정기관,경찰서,치안센터,무학치안센터,서울 중구 신당동 304-848,,37.56239056,127.0143381
2274,"사회,공공기관",행정기관,경찰서,치안센터,성북1치안센터,서울 성북구 성북동1가 75,02-920-1877,37.59018163,127.0040218
2277,"사회,공공기관",행정기관,경찰서,치안센터,다산치안센터,서울 중구 신당동 425-11,,37.55632543,127.0107697
2278,"사회,공공기관",행정기관,경찰서,치안센터,종로3가치안센터,서울 종로구 묘동 59-5,02-742-0112,37.57117769,126.9922981
2280,"사회,공공기관",행정기관,경찰서,치안센터,노들치안센터,서울 동작구 본동 150-1,02-815-2470,37.51237681,126.9536437
2283,"사회,공공기관",행정기관,경찰서,치안센터,이촌한강치안센터,서울 용산구 이촌동 361-1,02-749-0118,37.52049985,126.9626747
2285,"사회,공공기관",행정기관,경찰서,치안센터,이촌치안센터,서울 용산구 이촌동 301-82 이촌1동 주민센터 청사 2층,02-2198-0165,37.5213668,126.9733066
2287,"사회,공공기관",행정기관,경찰서,치안센터,영등포2치안센터,서울 영등포구 영등포동2가 139-4,02-2118-9007,37.51902432,126.9122202
2289,"사회,공공기관",행정기관,경찰서,치안센터,구반포치안센터,서울 서초구 반포동 4-14,02-534-0115,37.50447136,126.9945804
2290,"사회,공공기관",행정기관,경찰서,치안센터,아현치안센터,서울 마포구 아현동 710,,37.55739682,126.9602389
2295,"사회,공공기관",행정기관,경찰서,치안센터,서교치안센터,서울 마포구 서교동 369-9,,37.55241425,126.9207955
2298,"사회,공공기관",행정기관,경찰서,치안센터,대흥치안센터,서울 마포구 대흥동 298-4,,37.5477123,126.9415067
2300,"사회,공공기관",행정기관,경찰서,치안센터,신촌치안센터,서울 서대문구 창천동 18-39,02-335-8313,37.55558146,126.9376685
2302,"사회,공공기관",행정기관,경찰서,치안센터,동교치안센터,서울 마포구 동교동 179-37,,37.5572378,126.9286583
2308,"사회,공공기관",행정기관,경찰서,치안센터,청파치안센터,서울 용산구 청파동3가 10-5,02-2198-0175,37.54409038,126.9708962
2309,"사회,공공기관",행정기관,경찰서,치안센터,남영치안센터,서울 용산구 동자동 38-8,02-2198-0181,37.55013835,126.9728675
2310,"사회,공공기관",행정기관,경찰서,치안센터,도화치안센터,서울 마포구 도화동 6-69,02-716-6391,37.54127235,126.9502086
2312,"사회,공공기관",행정기관,경찰서,치안센터,북아현치안센터,서울 서대문구 북아현동 176-53,,37.56245147,126.9553784
2317,"사회,공공기관",행정기관,경찰서,치안센터,망원2치안센터,서울 마포구 망원동 471-22,,37.56162779,126.9037404
2324,"사회,공공기관",행정기관,경찰서,치안센터,용산치안센터,서울 용산구 용산동2가 11-13,,37.54600681,126.9856695
2346,"사회,공공기관",행정기관,경찰서,치안센터,충4치안센터,서울 중구 충무로4가 27-5,,37.56240215,126.9953459
2349,"사회,공공기관",행정기관,경찰서,치안센터,구기치안센터,서울 종로구 구기동 120-16,,37.60951251,126.9563967
2353,"사회,공공기관",행정기관,경찰서,치안센터,정릉3치안센터,서울 성북구 정릉동 895-3,02-920-1875,37.60793843,126.9992661
2355,"사회,공공기관",행정기관,경찰서,치안센터,불광1치안센터,서울 은평구 불광동 13-33,02-350-1690,37.61830237,126.9329269
